col_1,col_2,col_3
aniseed,7,0.455
Anita,5,0.964
ankle,5,1.000
ankles,6,1.000
anklet,6,1.000
Ann,3,1.000
Anna,4,1.000
annals,6,0.800
Annapolis,9,0.923
Anne,4,1.000
Anne's,6,1.000
annex,5,0.964
annexation,10,0.957
Annie,5,1.000
annihilate,10,0.800
annihilation,12,0.917
anniversaries,13,0.962
anniversary,11,1.000
annotate,8,0.769
annotation,10,0.923
announce,8,0.963
announced,9,1.000
announcement,12,1.000
announcements,13,0.920
announcer,9,1.000
announcers,10,0.964
announcer's,11,1.000
announces,9,1.000
announcing,10,1.000
annoy,5,0.960
annoyance,9,0.964
annoyances,10,1.000
annoyed,7,1.000
annoying,8,1.000
annoys,6,1.000
Ann's,5,0.923
annual,6,1.000
annually,8,1.000
annuity,7,0.818
annul,5,0.652
annulment,9,0.913
annum,5,0.500
annunciated,11,0.917
annunciation,12,0.905
anode,5,0.731
anodes,6,0.652
anoint,6,0.885
anointment,10,0.885
anomalies,9,0.880
anomalous,9,0.773
anomaly,7,0.880
anomic,6,0.762
anomie,6,0.409
anon,4,0.773
anonymity,9,0.440
anonymous,9,1.000
anorexia,8,1.000
another,7,1.000
another's,9,0.963
answer,6,1.000
answerable,10,1.000
answered,8,0.958
answering,9,1.000
answers,7,1.000
ant,3,0.958
antacid,7,0.960
antagonism,10,0.917
antagonisms,11,0.923
antagonist,10,0.963
antagonistic,12,0.815
antagonists,11,1.000
antagonize,10,0.962
Antarctic,9,0.840
Antarctica,10,0.964
ante,4,0.667
anteater,8,0.917
antecede,8,0.875
antecedent,10,0.870
antecedents,11,0.909
antechamber,11,0.833
antedate,8,0.389
antelope,8,1.000
antenna,7,1.000
antennae,8,0.800
antennas,8,1.000
anterior,8,1.000
anteriors,9,0.846
anteroom,8,0.571
anthem,6,1.000
anthems,7,1.000
anthill,7,1.000
anthologize,11,0.722
anthology,9,0.958
Anthony,7,1.000
Anthony's,9,1.000
anthrax,7,1.000
anthropocentric,15,0.538
anthropoid,10,0.840
anthropological,15,0.692
anthropologist,14,1.000
anthropologists,15,0.929
anthropology,12,0.963
anthropomorphic,15,0.556
anthropomorphism,16,0.450
antiaircraft,12,0.944
antibiotic,10,0.962
antibiotics,11,1.000
antibodies,10,1.000
antibody,8,1.000
antic,5,1.000
anticipate,10,1.000
anticipated,11,0.963
anticipates,11,1.000
anticipating,12,1.000
anticipation,12,1.000
anticipations,13,0.926
anticipatory,12,0.773
anticlerical,12,0.857
anticlimax,10,0.920
anticoagulation,15,0.733
antics,6,1.000
antidote,8,0.923
Antietam,8,0.417
antifreeze,10,0.963
antifundamentalist,18,0.909
Antigua,7,0.880
antihero,8,0.889
antihistamine,13,0.941
antimatter,10,0.667
antipathy,9,0.810
antipersonnel,13,0.692
antiquary,9,0.619
antiquate,9,0.609
antiquated,10,0.778
antique,7,1.000
antiques,8,0.964
antiquities,11,0.792
antiquity,9,0.885
antiseptic,10,1.000
antiserum,9,0.727
antislavery,11,0.963
antisocial,10,0.962
antisubmarine,13,0.857
antitank,8,0.920
antithesis,10,0.650
antithyroid,11,0.500
antitoxin,9,0.885
antitrust,9,0.846
antler,6,1.000
Antoine,7,0.750
Antoine's,9,0.917
Antoinette,10,0.923
Antonio,7,0.960
antonym,7,0.864
ants,4,1.000
anus,4,0.960
anvil,5,0.929
anxieties,9,1.000
anxiety,7,1.000
anxious,7,0.960
anxiously,9,1.000
any,3,0.926
anybody,7,1.000
anybody's,9,1.000
anyhow,6,0.929
anymore,7,1.000
anyone,6,0.960
anyone's,8,0.960
anyplace,8,1.000
anything,8,1.000
anyway,6,1.000
anyways,7,1.000
anywhere,8,1.000
aorta,5,0.893
Apache,6,0.923
Apaches,7,0.846
apart,5,1.000
apartheid,9,0.840
apartment,9,1.000
apartments,10,1.000
apathetic,9,0.929
apathy,6,0.964
ape,3,1.000
aperitif,8,0.312
aperture,8,0.778
apex,4,0.964
aphasia,7,0.720
aphid,5,0.556
aphorism,8,0.704
aphrodisiac,11,0.870
Aphrodite,9,0.962
apiary,6,0.375
apiculture,10,0.632
apiece,6,1.000
apocalypse,10,0.821
apocalyptic,11,0.778
apogee,6,0.375
Apollo,6,0.964
Apollonian,10,0.478
Apollo's,8,1.000
apologetic,10,0.929
apologetically,14,0.963
apologies,9,0.929
apologist,9,0.926
apologize,9,1.000
apologized,10,1.000
apology,7,1.000
apoplexy,8,0.211
apostle,7,0.963
apostles,8,0.963
Apostolic,9,0.591
apostrophe,10,0.880
apothecary,10,0.571
appal,5,0.852
Appalachian,11,0.917
Appalachians,12,1.000
appalled,8,1.000
appalling,9,0.964
appallingly,11,1.000
apparatus,9,0.893
apparel,7,1.000
appareled,9,0.920
apparency,9,0.926
apparent,8,1.000
apparently,10,1.000
apparition,10,0.917
appeal,6,1.000
appealed,8,1.000
appealing,9,1.000
appeals,7,1.000
appear,6,1.000
appearance,10,1.000
appearances,11,1.000
appeared,8,1.000
appearing,9,1.000
appears,7,1.000
appease,7,1.000
appeased,8,1.000
appeasement,11,1.000
appeasing,9,1.000
appellant,9,0.731
appellate,9,0.696
append,6,1.000
appendage,9,1.000
appendages,10,0.929
appendectomy,12,0.680
appended,8,0.852
appendicitis,12,0.846
appendix,8,1.000
appendixes,10,0.786
appetite,8,1.000
appetites,9,1.000
appetizer,9,1.000
appetizing,10,1.000
applaud,7,1.000
applauded,9,1.000
applauding,10,0.964
applause,8,1.000
apple,5,1.000
apples,6,1.000
appliance,9,1.000
appliances,10,1.000
applicable,10,1.000
applicant,9,0.926
applicants,10,1.000
application,11,1.000
applications,12,0.963
applicator,10,1.000
applied,7,1.000
applies,7,1.000
apply,5,1.000
applying,8,1.000
appoint,7,1.000
appointed,9,1.000
appointee,9,1.000
appointees,10,0.852
appointing,10,1.000
appointment,11,1.000
appointments,12,1.000
appoints,8,0.963
apportion,9,0.741
apportioned,11,0.800
apportionment,13,0.684
apportionments,14,0.609
appraisal,9,1.000
appraisals,10,0.962
appraise,8,0.964
appraised,9,1.000
appraisers,10,1.000
appraising,10,1.000
appraisingly,12,0.964
appreciable,11,0.962
appreciably,11,0.880
appreciate,10,1.000
appreciated,11,1.000
appreciates,11,0.962
appreciating,12,1.000
appreciation,12,0.964
appreciations,13,1.000
appreciative,12,0.960
appreciatively,14,0.889
apprehend,9,1.000
apprehended,11,0.963
apprehension,12,0.963
apprehensions,13,1.000
apprehensive,12,1.000
apprehensively,14,0.926
apprentice,10,1.000
apprenticed,11,0.833
apprentices,11,1.000
apprenticeship,14,0.931
apprise,7,0.857
approach,8,0.963
approachable,12,1.000
approached,10,1.000
approaches,10,1.000
approaching,11,1.000
approbate,9,0.560
approbation,11,0.696
appropriate,11,0.964
appropriated,12,0.893
appropriately,13,1.000
appropriateness,15,1.000
appropriates,12,0.821
appropriating,13,0.926
appropriation,13,0.920
appropriations,14,0.958
approval,8,1.000
approve,7,1.000
approved,8,0.966
approves,8,1.000
approving,9,0.962
approvingly,11,1.000
approximate,11,1.000
approximated,12,0.963
approximately,13,1.000
approximation,13,0.963
approximations,14,1.000
apricot,7,1.000
April,5,1.000
apron,5,0.964
aprons,6,1.000
apropos,7,0.500
apse,4,0.458
apt,3,1.000
aptitude,8,1.000
aptitudes,9,0.923
aptly,5,0.962
aptness,7,0.962
aqualung,8,0.792
aquamarine,10,0.821
aquanaut,8,0.640
aquaplane,9,1.000
aquarium,8,1.000
Aquarius,8,1.000
aquatic,7,0.893
aqueduct,8,0.846
aqueducts,9,0.909
aqueous,7,0.704
Aquinas,7,0.684
aquisition,10,1.000
Arab,4,1.000
arabesque,9,0.769
Arabia,6,0.929
Arabian,7,0.964
Arabians,8,1.000
Arabic,6,0.926
Arabs,5,1.000
arachnid,8,0.810
arbiter,7,0.857
arbitrarily,11,0.923
arbitrary,9,0.926
arbitrate,9,0.960
arbitrated,10,0.963
arbitration,11,0.957
arbitrator,10,0.963
arbor,5,0.962
arboreal,8,0.480
arboretum,9,0.350
arc,3,0.963
arcade,6,1.000
arcades,7,1.000
Arcadia,7,0.846
arcane,6,0.893
arch,4,1.000
archaeological,14,0.893
archaeologist,13,0.963
archaeologists,14,1.000
archaeology,11,1.000
archaic,7,0.957
archaism,8,0.520
archangel,9,0.769
archangels,10,0.815
archbishop,10,0.889
archdeacon,10,0.579
archdiocese,11,0.684
archduke,8,0.880
arched,6,1.000
archenemy,9,0.500
archeological,13,0.880
archer,6,0.963
archery,7,0.966
arches,6,0.885
archetype,9,0.808
Archimedes,10,0.800
arching,7,0.889
archipelago,11,0.737
architect,9,0.926
architectonic,13,0.417
architects,10,0.962
architect's,11,1.000
architectural,13,0.923
architecturally,15,1.000
architecture,12,0.963
architectures,13,1.000
archives,8,1.000
archtype,8,0.800
archway,7,0.929
arclike,7,0.962
arcs,4,1.000
Arctic,6,1.000
ardent,6,0.964
ardor,5,0.654
arduous,7,0.739
are,3,0.926
area,4,1.000
areas,5,1.000
area's,6,0.964
arena,5,1.000
arenas,6,0.958
aren't,6,1.000
Ares,4,0.619
Argentina,9,1.000
Argentine,9,0.962
Argentinian,11,0.963
argon,5,0.846
Argonaut,8,0.708
Argonauts,9,0.762
arguable,8,0.964
argue,5,1.000
argued,6,1.000
argues,6,1.000
arguing,7,1.000
argument,8,1.000
argumentation,13,0.923
argumentative,13,0.926
arguments,9,1.000
aria,4,0.520
Ariadne,7,0.308
Arianism,8,0.682
Arianist,8,0.739
Arianists,9,0.706
arid,4,0.929
Aries,5,0.963
arigato,7,0.571
arise,5,1.000
arisen,6,0.654
arises,6,0.923
arising,7,0.964
aristocracy,11,0.720
aristocrat,10,0.964
aristocratic,12,0.875
aristocratically,16,0.773
aristocrats,11,0.963
Aristotelian,12,0.438
Aristotle,9,0.963
Aristotle's,11,1.000
arithmetic,10,0.852
arithmetical,12,0.435
arithmetized,12,0.833
Arizona,7,1.000
ark,3,1.000
Arkansas,8,0.963
Arlene,6,1.000
Arlene's,8,0.963
Arlington,9,0.963
arm,3,1.000
armada,6,0.963
armada's,8,0.885
armadillo,9,0.964
Armageddon,10,0.923
armament,8,0.708
armaments,9,0.625
armature,8,0.846
armband,7,1.000
armchair,8,1.000
armchairs,9,1.000
armed,5,1.000
Armenian,8,0.870
armful,6,1.000
armhole,7,1.000
armies,6,0.963
armistice,9,0.840
armload,7,1.000
armoire,7,0.786
armor,5,1.000
armored,7,0.920
armory,6,0.964
armory's,8,0.962
armpit,6,0.963
armpits,7,1.000
arms,4,1.000
arm's,5,1.000
Armstrong,9,1.000
army,4,1.000
army's,6,1.000
Arnold,6,1.000
Arnold's,8,1.000
aroma,5,1.000
aromas,6,0.963
aromatic,8,1.000
arose,5,0.962
around,6,1.000
arousal,7,1.000
arouse,6,0.964
aroused,7,1.000
arouses,7,0.929
arousing,8,0.963
arpeggio,8,0.667
arraign,7,0.913
arraigned,9,0.846
arraigning,10,0.704
arraignment,11,0.889
arrange,7,1.000
arranged,8,1.000
arrangement,11,1.000
arrangements,12,1.000
arranges,8,1.000
arranging,9,1.000
arrant,6,0.556
array,5,0.962
arrears,7,0.464
arrest,6,0.963
arrested,8,1.000
arresting,9,1.000
arrests,7,1.000
arrival,7,1.000
arrivals,8,1.000
arrive,6,1.000
arrived,7,1.000
arrives,7,1.000
arriving,8,1.000
arrogance,9,1.000
arrogant,8,1.000
arrogantly,10,0.962
arrow,5,1.000
arrowed,7,0.929
arrowhead,9,1.000
arrowheads,10,1.000
arrowroot,9,0.857
arrows,6,1.000
arroyo,6,0.294
arsenal,7,1.000
arsenic,7,0.963
arson,5,1.000
art,3,0.962
Artemis,7,0.810
arterial,8,0.885
arteries,8,1.000
arteriolosclerosis,18,0.500
arteriosclerosis,16,0.455
artery,6,0.931
artery's,8,0.964
artful,6,0.964
artfully,8,1.000
artfulness,10,1.000
arthritic,9,0.864
arthritis,9,1.000
Arthur,6,0.963
Arthur's,8,1.000
artichoke,9,0.929
article,7,1.000
articles,8,1.000
articulate,10,1.000
articulated,11,0.960
articulation,12,1.000
articulations,13,0.852
artifact,8,1.000
artifacts,9,0.964
artificial,10,1.000
artificially,12,1.000
artillerist,11,0.778
artillery,9,0.963
artisan,7,0.889
artisans,8,0.963
artist,6,1.000
artiste,7,0.600
artistic,8,0.962
artistically,12,0.964
artistry,8,1.000
artists,7,1.000
artist's,8,0.963
artless,7,1.000
arts,4,1.000
art's,5,1.000
arty,4,0.929
Aryan,5,0.833
as,2,0.964
asbestos,8,0.786
ascend,6,1.000
ascendancy,10,0.909
ascended,8,0.963
ascendent,9,0.880
ascending,9,1.000
ascension,9,0.833
ascent,6,0.963
ascertain,9,0.926
ascertainable,13,0.750
ascertained,11,0.852
ascetic,7,0.773
asceticism,10,0.467
ascribe,7,0.964
ascribed,8,1.000
ascribes,8,1.000
ascription,10,0.923
aseptic,7,0.864
asexual,7,0.929
ash,3,1.000
ashamed,7,1.000
ashbin,6,1.000
ashcan,6,0.815
ashen,5,0.963
ashes,5,1.000
Ashley,6,1.000
ashore,6,0.963
ashtray,7,1.000
ashtrays,8,0.964
ashy,4,1.000
Asia,4,1.000
Asian,5,1.000
Asians,6,1.000
Asiatic,7,0.600
aside,5,1.000
Asimov's,8,0.700
asinine,7,0.833
ask,3,1.000
askance,7,0.667
asked,5,1.000
askew,5,1.000
asking,6,1.000
asks,4,0.963
aslant,6,0.609
asleep,6,1.000
asocial,7,0.885
asp,3,0.962
asparagus,9,0.964
aspect,6,1.000
aspects,7,1.000
aspen,5,0.963
asphalt,7,1.000
asphyxiate,10,0.792
asphyxiation,12,0.636
aspirate,8,0.769
aspiration,10,1.000
aspirations,11,1.000
aspire,6,1.000
aspired,7,1.000
aspires,7,0.964
aspirin,7,1.000
aspiring,8,1.000
ass,3,1.000
assail,6,0.821
assailant,9,0.963
assailants,10,0.963
assailed,8,0.889
assailing,9,1.000
assassin,8,1.000
assassinate,11,1.000
assassinated,12,1.000
assassination,13,1.000
assassins,9,1.000
assault,7,1.000
assaulted,9,1.000
assaulting,10,1.000
assaults,8,1.000
assay,5,0.786
assayed,7,0.692
assaying,8,0.840
assemblage,10,0.815
assemblages,11,0.708
assemble,8,1.000
assembled,9,1.000
assemblies,10,1.000
assembling,10,1.000
assembly,8,1.000
assemblyman,11,0.923
assent,6,0.846
assented,8,1.000
assert,6,0.966
asserted,8,0.962
asserting,9,1.000
assertion,9,0.840
assertions,10,0.893
assertive,9,1.000
assertiveness,13,1.000
asserts,7,1.000
asses,5,0.926
assess,6,0.852
assessed,8,1.000
assessing,9,1.000
assessment,10,0.964
assessments,11,1.000
assessor,8,0.923
assessors,9,0.893
assessor's,10,0.926
asset,5,0.846
assets,6,0.926
asshole,7,1.000
assiduous,9,0.760
assign,6,1.000
assignation,11,0.381
assigned,8,1.000
assignee,8,0.800
assigning,9,0.962
assignment,10,1.000
assignments,11,1.000
assigns,7,1.000
assimilate,10,0.926
assimilated,11,0.962
assimilation,12,0.962
assist,6,0.962
assistance,10,1.000
assistant,9,1.000
assistants,10,1.000
assisted,8,1.000
assisting,9,1.000
assists,7,1.000
associate,9,1.000
associated,10,1.000
associates,10,0.964
associating,11,0.963
association,11,1.000
associations,12,0.964
association's,13,0.960
associatively,13,0.917
assonance,9,0.818
assort,6,0.964
assorted,8,1.000
assortment,10,0.963
assuage,7,0.684
assuaged,8,0.632
assume,6,1.000
assumed,7,0.963
assumes,7,1.000
assuming,8,1.000
assumption,10,1.000
assumptions,11,0.966
assurance,9,1.000
assurances,10,1.000
assure,6,1.000
assured,7,1.000
assuredly,9,0.920
assures,7,1.000
assuring,8,1.000
Assyrian,8,0.889
aster,5,0.926
Asteria,7,0.630
asterisk,8,0.846
asterisks,9,0.893
asteroid,8,1.000
asteroidal,10,0.636
asthma,6,0.962
asthmatic,9,0.893
astigmatism,11,0.750
astonish,8,1.000
astonished,10,1.000
astonishing,11,1.000
astonishingly,13,0.923
astonishment,12,0.929
astound,7,1.000
astounded,9,1.000
astounding,10,0.964
astral,6,0.640
astray,6,0.964
astride,7,0.963
astringency,11,0.708
astringent,10,0.846
astrodome,9,1.000
astrolabe,9,0.440
astrology,9,1.000
astronaut,9,1.000
astronomer,10,0.960
astronomical,12,0.880
astronomically,14,0.815
astronomy,9,1.000
astrophysics,12,0.913
astute,6,0.808
astuteness,10,0.750
asunder,7,0.731
asylum,6,1.000
asymmetric,10,0.760
asymmetrical,12,0.857
asymmetrically,14,0.846
asymmetry,9,0.958
asymptotic,10,0.571
asymptotically,14,0.471
at,2,1.000
ate,3,1.000
Athabascan,10,0.308
atheism,7,0.963
atheist,7,1.000
atheistic,9,0.647
atheists,8,0.923
Athena,6,0.926
Athenian,8,0.875
Athenians,9,0.773
Athens,6,1.000
athlete,7,1.000
athletes,8,1.000
athlete's,9,1.000
athletic,8,1.000
athleticism,11,0.885
athletics,9,1.000
Atlanta,7,1.000
Atlanta's,9,1.000
Atlantic,8,1.000
Atlantis,8,1.000
atlas,5,1.000
atmosphere,10,1.000
atmospheres,11,1.000
atmospheric,11,0.960
atoll,5,0.926
atom,4,0.962
atomic,6,1.000
atomize,7,0.704
atoms,5,1.000
atonal,6,0.640
atonally,8,0.609
atone,5,1.000
atonement,9,0.920
atop,4,0.964
atrocious,9,0.958
atrociously,11,0.739
atrocities,10,0.955
atrocity,8,0.957
atrophied,9,0.708
atrophy,7,0.897
attach,6,1.000
attache,7,0.600
attached,8,1.000
attaches,8,0.893
attaching,9,0.962
attachment,10,1.000
attachments,11,0.964
attack,6,1.000
attacked,8,1.000
attacker,8,1.000
attackers,9,1.000
attacker's,10,1.000
attacking,9,1.000
attacks,7,1.000
attain,6,1.000
attainable,10,1.000
attained,8,0.962
attaining,9,1.000
attainment,10,0.962
attainments,11,0.958
attains,7,0.964
attempt,7,1.000
attempted,9,1.000
attempting,10,0.964
attempts,8,1.000
attend,6,1.000
attendance,10,1.000
attendant,9,1.000
attendants,10,1.000
attended,8,1.000
attending,9,1.000
attends,7,0.929
attention,9,1.000
attentions,10,1.000
attentive,9,0.964
attentively,11,1.000
attenuate,9,0.545
attest,6,0.929
attested,8,1.000
attesting,9,1.000
Attic,5,1.000
attire,6,1.000
attired,7,0.964
attitude,8,1.000
attitudes,9,1.000
attorney,8,1.000
attorneys,9,0.962
attorney's,10,1.000
attract,7,1.000
attracted,9,1.000
attracting,10,1.000
attraction,10,1.000
attractions,11,1.000
attractive,10,1.000
attractively,12,0.962
attracts,8,1.000
attributable,12,0.500
attribute,9,0.964
attributed,10,0.926
attributes,10,0.963
attributing,11,0.964
attribution,11,0.880
attrition,9,0.852
attuned,7,0.846
atypical,8,0.962
auburn,6,0.964
auction,7,1.000
auctioneer,10,0.962
auctioneer's,12,1.000
audacious,9,0.926
audacity,8,0.893
audible,7,0.963
audibly,7,0.815
audience,8,1.000
audiences,9,1.000
audio,5,1.000
audiovisual,11,0.963
audit,5,1.000
audited,7,0.962
auditing,8,1.000
audition,8,0.963
auditioning,11,0.913
auditions,9,1.000
auditor,7,0.960
auditorium,10,1.000
auditors,8,0.964
auditory,8,1.000
audits,6,1.000
Audrey,6,0.964
Audubon,7,0.955
auger,5,0.821
aught,5,0.893
augment,7,0.889
augmentation,12,0.875
augmented,9,0.923
augmenting,10,0.840
augurs,6,0.481
August,6,1.000
Augusta,7,1.000
Augustan,8,0.808
Augusta's,9,1.000
Augustine,9,0.963
Augustine's,11,0.926
Augustus,8,0.962
aunt,4,1.000
auntie,6,0.926
aunts,5,0.964
aunt's,6,1.000
aura,4,0.923
aural,5,0.680
aureola,7,0.611
aureole,7,0.316
aurora,6,0.852
Auschwitz,9,0.800
auspices,8,0.440
auspicious,10,0.926
auspiciously,12,0.870
Aussie,6,0.964
austere,7,0.760
austerely,9,0.593
austerity,9,0.708
Austin,6,1.000
Austin's,8,1.000
Australia,9,0.963
Australian,10,1.000
Austria,7,0.926
Austrian,8,0.885
autarchy,8,0.294
authentic,9,1.000
authenticate,12,0.929
authenticated,13,0.920
authentication,14,0.793
authentications,15,0.680
authenticator,13,0.680
authenticity,12,0.786
author,6,1.000
authoritarian,13,0.692
authoritarianism,16,0.526
authoritative,13,0.808
authoritatively,15,0.963
authorities,11,0.962
authority,9,1.000
authority's,11,1.000
authorization,13,0.964
authorizations,14,0.966
authorize,9,0.963
authorized,10,1.000
authorizes,10,0.926
authorizing,11,0.963
authors,7,1.000
author's,8,1.000
authorship,10,1.000
autism,6,0.964
autistic,8,1.000
auto,4,1.000
autobahn,8,0.786
autobiographic,14,0.889
autobiographical,16,0.786
autobiography,13,1.000
autocracies,11,0.632
autocracy,9,0.654
autocrat,8,0.963
autocratic,10,0.846
autocrats,9,0.885
autoerotism,11,0.412
autograph,9,1.000
autoloader,10,0.962
automate,8,1.000
automated,9,0.963
automatic,9,1.000
automatically,13,1.000
automation,10,0.926
automaton,9,0.455
automobile,10,1.000
automobiles,11,0.962
automotive,10,1.000
autonomic,9,0.593
autonomous,10,0.917
autonomy,8,0.821
autopsied,9,0.818
autopsy,7,0.962
autos,5,1.000
autumn,6,1.000
autumnal,8,0.667
auxiliaries,11,0.893
auxiliary,9,0.889
avail,5,0.962
availabilities,14,1.000
availability,12,1.000
available,9,1.000
availed,7,1.000
availing,8,1.000
avalanche,9,0.964
avarice,7,0.560
avaricious,10,0.526
avenge,6,0.964
avenging,8,0.964
avenue,6,1.000
avenues,7,0.926
average,7,1.000
averaged,8,0.889
averages,8,1.000
averaging,9,1.000
averse,6,0.852
aversion,8,0.964
aversive,8,0.962
avert,5,1.000
averted,7,1.000
averting,8,0.929
aviary,6,0.800
aviation,8,0.960
aviator,7,1.000
aviators,8,1.000
avid,4,0.893
avidity,7,0.800
avidly,6,0.963
avocado,7,1.000
avocados,8,0.964
avocation,9,0.926
avoid,5,1.000
avoidable,9,0.962
avoidance,9,1.000
avoided,7,1.000
avoiding,8,1.000
avoids,6,1.000
avow,4,0.962
avowed,6,0.852
await,5,0.966
awaited,7,1.000
awaiting,8,1.000
awaits,6,1.000
awake,5,1.000
awaken,6,1.000
awakened,8,1.000
awakening,9,1.000
awakens,7,0.964
award,5,1.000
awarded,7,1.000
awarding,8,1.000
awards,6,1.000
aware,5,1.000
awareness,9,1.000
awash,5,0.923
away,4,1.000
awe,3,1.000
awed,4,0.962
aweigh,6,0.704
awesome,7,1.000
awestruck,9,0.960
awful,5,1.000
awfully,7,1.000
awfulness,9,0.964
awhile,6,1.000
awkward,7,0.963
awkwardly,9,1.000
awkwardness,11,1.000
awl,3,0.929
awning,6,0.926
awnings,7,0.929
awoke,5,1.000
awry,4,0.654
ax,2,1.000
axe,3,0.960
axes,4,1.000
axial,5,0.731
axially,7,0.571
axiological,11,0.714
axiom,5,0.852
axiomatic,9,0.750
axioms,6,0.958
axis,4,1.000
axle,4,1.000
axles,5,0.963
aye,3,0.885
ayes,4,0.500
azalea,6,0.897
azaleas,7,0.609
Azerbaijan,10,0.667
azimuth,7,0.500
azure,5,0.667
babble,6,1.000
babbled,7,0.964
babe,4,1.000
babes,5,1.000
babies,6,0.964
baboon,6,0.962
baby,4,1.000
babyhood,8,1.000
Babylon,7,1.000
Babylonian,10,0.926
Babylonians,11,0.926
baby's,6,1.000
baccalaureate,13,0.722
baccarat,8,0.550
Bacchanal,9,0.571
Bacchus,7,0.630
Bach,4,0.964
bachelor,8,1.000
bachelors,9,1.000
back,4,1.000
backache,8,1.000
backbend,8,1.000
backbends,9,1.000
backboard,9,0.964
backbone,8,1.000
backbreaking,12,0.964
backdoor,8,1.000
backdrop,8,1.000
backed,6,1.000
backer,6,0.964
backers,7,0.963
backfire,8,1.000
backgammon,10,0.962
background,10,1.000
backgrounds,11,1.000
backhand,8,1.000
backhanded,10,0.963
backing,7,1.000
backlash,8,0.963
backless,8,1.000
backlog,7,1.000
backpack,8,1.000
backpedal,9,1.000
backs,5,1.000
backscratcher,13,1.000
backseat,8,0.966
backside,8,1.000
backslide,9,0.964
backspace,9,1.000
backstage,9,1.000
backstairs,10,0.962
backstitch,10,0.964
backstitching,13,1.000
backstroke,10,1.000
backtalk,8,0.962
backtrack,9,1.000
backup,6,1.000
backward,8,1.000
backwards,9,0.963
backwash,8,1.000
backwater,9,1.000
backwoods,9,1.000
backwoodsman,12,0.963
backyard,8,1.000
backyards,9,1.000
bacon,5,1.000
bacteria,8,1.000
bacterial,9,1.000
bacteriologist,14,0.852
bacteriology,12,0.609
bacterium,9,1.000
bad,3,1.000
bade,4,0.962
badge,5,1.000
badger,6,1.000
badgering,9,1.000
badges,6,1.000
Badlands,8,0.929
badly,5,1.000
badmen,6,0.960
badminton,9,0.963
badness,7,0.963
baffle,6,1.000
baffled,7,1.000
bafflers,8,1.000
baffling,8,1.000
bag,3,1.000
bagatelle,9,0.450
bagful,6,0.929
baggage,7,0.963
bagged,6,1.000
baggy,5,1.000
bagpipe,7,0.962
bags,4,1.000
bah,3,0.920
Bahamas,7,1.000
Bahrain,7,0.600
